item,entropy,expected_logprob,within_logprob,between_logprob
98,4.860466480255127,-3.423739433288574,-4.4108076095581055,-8.564804077148438
99,1.7829632759094238,-0.27278900146484375,-7.359282493591309,-11.54345989227295
100,5.348995685577393,-1.3490371704101562,-8.124374389648438,-7.354135513305664
101,3.2382524013519287,-0.8180732727050781,-4.237442970275879,-8.49612808227539
102,5.224961280822754,-1.8487834930419922,-8.236249923706055,-7.314259052276611
103,5.165278434753418,-3.458531379699707,-8.115350723266602,-7.209484100341797
104,3.2127890586853027,-6.4800615310668945,-8.45481014251709,-11.922513961791992
105,3.1766576766967773,-0.8592338562011719,-4.822122573852539,-8.556802749633789
106,2.8271589279174805,-2.943714141845703,-11.29953384399414,-11.922247886657715
107,4.837189674377441,-1.366490364074707,-5.652453422546387,-5.823236465454102
108,5.520529270172119,-3.7907838821411133,-12.96533203125,-8.824355125427246
109,3.314074993133545,-2.898728370666504,-10.103963851928711,-9.63034439086914
110,4.36350154876709,-7.0550127029418945,-5.0027666091918945,-7.258612155914307
111,4.390964508056641,-1.2681665420532227,-5.346989631652832,-8.333476066589355
112,1.5548642873764038,-1.2743396759033203,-7.91574764251709,-13.02420425415039
113,3.7484374046325684,-1.159041404724121,-5.3762712478637695,-6.042697906494141
114,5.144148826599121,-1.8925151824951172,-7.106360912322998,-11.499608993530273
115,5.035305023193359,-6.130993843078613,-4.572381973266602,-7.69888162612915
116,5.999109268188477,-3.7964773178100586,-8.395187377929688,-11.812299728393555
117,4.300438404083252,-1.1651945114135742,-3.336188316345215,-8.538867950439453
118,5.47364616394043,-1.6859674453735352,-7.913152694702148,-6.9491424560546875
119,6.303466796875,-5.356625556945801,-4.054897308349609,-4.440793037414551
120,3.144087553024292,-2.5822324752807617,-6.414522171020508,-7.195503234863281
121,4.163120269775391,-1.318833351135254,-12.098918914794922,-12.395095825195312
122,6.121102809906006,-10.736251831054688,-7.696623802185059,-8.458127975463867
123,3.6946420669555664,-1.5513725280761719,-3.9416208267211914,-7.119442939758301
124,4.456089019775391,-2.298318862915039,-2.659597396850586,-12.4263334274292
125,1.902838945388794,-0.2922849655151367,-5.8278961181640625,-4.597659111022949
126,2.3884339332580566,-0.6390895843505859,-7.034488677978516,-12.166412353515625
127,5.668078422546387,-7.080128192901611,-6.924816608428955,-10.908573150634766
128,2.6920530796051025,-1.4249610900878906,-23.963563919067383,-25.860027313232422
129,4.514377593994141,-1.1153602600097656,-10.96535873413086,-11.713961601257324
130,5.32607889175415,-5.918068885803223,-8.162229537963867,-10.464576721191406
131,3.750896692276001,-1.6175127029418945,-5.608699798583984,-11.690741539001465
132,3.6503360271453857,-4.855489730834961,-6.734415054321289,-15.357579231262207
